gene_id	Length
FBgn0003257	1482
FBgn0031399	2604
FBgn0004133	1935
FBgn0036489	1122
FBgn0034165	492
FBgn0030485	941.357
FBgn0024248	2907
FBgn0037537	990
FBgn0045035	8304
FBgn0028913	456
FBgn0022023	1017
FBgn0028947	723
FBgn0013720	771
FBgn0000015	1110.34
FBgn0026314	1551
FBgn0011576	1506
FBgn0035762	2175
FBgn0261791	231
FBgn0035143	1059
FBgn0050273	387
FBgn0036028	903
FBgn0286785	3348
FBgn0038490	843
FBgn0053547	5864.93
FBgn0013765	3437.94
FBgn0036876	1233
FBgn0027780	2954.99
FBgn0003302	1008
FBgn0263743	543
FBgn0031548	1992
FBgn0036160	1137
FBgn0036194	1365
FBgn0037217	1170
FBgn0038716	1623
FBgn0002856	273
FBgn0287184	7185
FBgn0032793	1218
FBgn0050026	687
FBgn0285955	3778.62
FBgn0039424	1452
FBgn0029893	2956.52
FBgn0038542	1896
FBgn0051550	2434.54
FBgn0038134	930
FBgn0031430	708
FBgn0026190	1608
FBgn0033813	939
FBgn0033260	2466
FBgn0031119	1851
FBgn0286893	219
FBgn0039818	2409
FBgn0036988	1530
FBgn0027492	2130
FBgn0036709	1215
FBgn0035515	1374
FBgn0027547	641.386
FBgn0263233	339
FBgn0030408	888
FBgn0033784	1005
FBgn0035501	1526.48
FBgn0260941	1866.71
FBgn0025808	1608
FBgn0263079	2521.5
FBgn0002592	657
FBgn0267905	309
FBgn0026323	1965.89
FBgn0034871	723
FBgn0027608	967.712
FBgn0260771	1788
FBgn0033199	816
FBgn0260932	1155
FBgn0265146	117
FBgn0259817	519
FBgn0039485	816
FBgn0033241	1362
FBgn0020906	801
FBgn0027087	1575.94
FBgn0052437	1953
FBgn0004432	684
FBgn0039071	1608
FBgn0027518	2333.51
FBgn0035157	1587
FBgn0016641	4134
FBgn0003527	966
FBgn0262363	162
FBgn0001128	1082.08
FBgn0051864	372
FBgn0267487	1624.04
FBgn0030462	612
FBgn0264696	117
FBgn0028379	657
FBgn0052603	1038
FBgn0038903	363
FBgn0036206	2787
FBgn0263109	6423
FBgn0030029	642
FBgn0034683	1215
FBgn0036967	747
FBgn0038209	795
FBgn0036332	2013
FBgn0004057	1575
FBgn0261641	3320.62
FBgn0052945	501
FBgn0260969	429
FBgn0035438	609.745
FBgn0004868	1332
FBgn0033981	1515
FBgn0029970	2208
FBgn0033061	1662
FBgn0261674	1376.83
FBgn0035384	546
FBgn0034997	2278.67
FBgn0035687	1398
FBgn0031412	441
FBgn0287183	2343
FBgn0264296	288
FBgn0260799	2346
FBgn0086917	1662
FBgn0011723	2007.91
FBgn0050349	1863
FBgn0053752	558
FBgn0004588	303
FBgn0086693	3372
FBgn0051678	4194.54
FBgn0036218	1687.5
FBgn0029647	447
FBgn0051898	1002
FBgn0034726	468
FBgn0051019	1980
FBgn0264810	426
FBgn0034880	3057
FBgn0031753	498
FBgn0259957	249
FBgn0025682	958.559
FBgn0262574	195
FBgn0037814	2679
FBgn0030630	1332
FBgn0032394	738
FBgn0033178	1350
FBgn0030915	924
FBgn0000140	5865
FBgn0028541	1893
FBgn0036138	345
FBgn0052488	924
FBgn0052528	1104
FBgn0004870	2931
FBgn0035383	2004
FBgn0264516	318
FBgn0032533	510
FBgn0036893	711
FBgn0011570	831
FBgn0004507	2535
FBgn0042098	1095
FBgn0263048	3908.26
FBgn0028507	1014.81
FBgn0266449	831
FBgn0034877	330
FBgn0032640	996
FBgn0083967	483
FBgn0020369	1218
FBgn0026150	1842
FBgn0029853	666
FBgn0034456	1227
FBgn0265041	282
FBgn0051493	699
FBgn0033494	2497.34
FBgn0024944	2036.98
FBgn0034067	1945.29
FBgn0050385	1611
FBgn0261842	231
FBgn0284251	3216
FBgn0034284	501
FBgn0001120	723
FBgn0030873	966
FBgn0032372	1107
FBgn0035023	347.283
FBgn0264272	2750.25
FBgn0038055	1458
FBgn0026869	5217
FBgn0037491	963
FBgn0030011	1077
FBgn0262820	708
FBgn0032172	1736.22
FBgn0011556	843
FBgn0036557	1131
FBgn0033736	741
FBgn0020765	318
FBgn0035811	1260
FBgn0036947	981
FBgn0036832	633
FBgn0035848	1326
FBgn0260228	153
FBgn0033479	2685
FBgn0051523	1065
FBgn0040636	204
FBgn0040964	637.731
FBgn0038217	903
FBgn0051055	1248
FBgn0038749	351
FBgn0054021	486
FBgn0003865	750
FBgn0266000	1868.79
FBgn0035258	519
FBgn0030990	1569
FBgn0052203	1071
FBgn0050379	888
FBgn0030759	699
FBgn0265835	189
FBgn0003598	3752.98
FBgn0083966	894
FBgn0035914	1440
FBgn0037229	1023
FBgn0039508	3363
FBgn0024362	1131.73
FBgn0028560	1335
FBgn0051406	598.5
FBgn0000644	849
FBgn0037698	5943
FBgn0033373	1240.3
FBgn0000928	3129
FBgn0039682	456
FBgn0039130	1116
FBgn0020279	3960.26
FBgn0015279	3267
FBgn0013307	1185
FBgn0051704	207
FBgn0031109	441
FBgn0030735	3748.84
FBgn0032600	1135.2
FBgn0023096	12711
FBgn0032479	3774
FBgn0259171	4872
FBgn0034489	1497
FBgn0033287	741
FBgn0030241	2016
FBgn0284421	1610.35
FBgn0040259	1587
FBgn0050428	792
FBgn0024177	1104
FBgn0032281	291
FBgn0030891	1736.44
FBgn0028360	2102.92
FBgn0262721	288
FBgn0036987	1122
FBgn0005660	1428
FBgn0041711	1593
FBgn0033715	636
FBgn0030703	747
FBgn0035231	1146
FBgn0034585	1944
FBgn0085329	343.5
FBgn0265836	243
FBgn0026562	915
FBgn0261932	294
FBgn0038789	2037
FBgn0034084	1002
FBgn0014269	1041
FBgn0015924	1476
FBgn0031662	759
FBgn0052201	1563
FBgn0035205	3453
FBgn0031022	972
FBgn0039357	894
FBgn0032388	2692.38
FBgn0260398	1133.46
FBgn0051703	1320
FBgn0036191	1783.85
FBgn0037885	419.579
FBgn0025712	483
FBgn0039854	1347
FBgn0038865	1665
FBgn0261983	2457.25
FBgn0051788	180
FBgn0034793	775.725
FBgn0031485	660
FBgn0259227	4290
FBgn0035555	1464
FBgn0034215	1083
FBgn0034706	1254
FBgn0004552	240
FBgn0263599	6429
FBgn0000330	1248
FBgn0034893	579
FBgn0039703	762
FBgn0026441	2838
FBgn0002872	3833.57
FBgn0035785	1794
FBgn0040092	969
FBgn0029747	1746
FBgn0030239	732
FBgn0001218	1971
FBgn0051286	618
FBgn0036586	459
FBgn0003512	1302
FBgn0036323	1320
FBgn0035543	1815
FBgn0037624	1479
FBgn0033041	1221
FBgn0261986	1824
FBgn0262893	262.5
FBgn0034948	954
FBgn0263117	1362
FBgn0037304	1689
FBgn0013763	1359
FBgn0037743	2037
FBgn0035007	1215
FBgn0035328	1149
FBgn0067311	594
FBgn0085407	1777.87
FBgn0037489	2469
FBgn0032706	1310.11
FBgn0264089	6266.42
FBgn0036391	1706.23
FBgn0044051	465
FBgn0036716	2262
FBgn0033504	2313.09
FBgn0028880	441
FBgn0035756	4116
FBgn0034447	2043
FBgn0022987	1854
FBgn0037964	1926
FBgn0035594	678
FBgn0038607	1815
FBgn0038722	1641
FBgn0053926	618
FBgn0002578	471
FBgn0036421	531
FBgn0037435	1326
FBgn0028919	744
FBgn0020887	2701.93
FBgn0052847	495
FBgn0026402	1152
FBgn0001316	4113.3
FBgn0039050	1209
FBgn0038234	591
FBgn0031544	1431
FBgn0034998	1314
FBgn0035557	2265
FBgn0015721	1383
FBgn0027052	870
FBgn0052640	399
FBgn0260768	232
FBgn0262515	1140
FBgn0033019	846
FBgn0034307	1875
FBgn0051865	927
FBgn0022787	5772
FBgn0035980	765
FBgn0039509	765
FBgn0039774	2115
FBgn0034665	1194
FBgn0047351	243
FBgn0039779	1584
FBgn0030997	894.747
FBgn0259711	627
FBgn0035823	699
FBgn0013679	939
FBgn0053503	1566
FBgn0037530	2738.71
FBgn0033387	1701
FBgn0265083	198
FBgn0050008	801
FBgn0033544	495.677
FBgn0041184	2214
FBgn0051949	498
FBgn0035145	4662
FBgn0266019	3961.67
FBgn0030351	356.985
FBgn0024273	1584
FBgn0032246	1227
FBgn0051125	1176
FBgn0085217	615
FBgn0047199	192
FBgn0039232	350.61
FBgn0033429	383.283
FBgn0040679	180
FBgn0037472	1062
FBgn0011335	1176
FBgn0033395	1563
FBgn0034521	1377
FBgn0058064	1128
FBgn0085413	5757
FBgn0035976	1328.73
FBgn0031815	1470
FBgn0037855	2607.95
FBgn0032478	1035
FBgn0032636	1500
FBgn0037667	1332
FBgn0030878	1230
FBgn0025725	3705
FBgn0035482	726
FBgn0029930	792
FBgn0052206	3783
FBgn0053703	546
FBgn0051344	1212
FBgn0032104	651
FBgn0026086	1051.85
FBgn0261682	558
FBgn0022936	975
FBgn0250868	210
FBgn0022097	741
FBgn0032482	1149.81
FBgn0265784	864.545
FBgn0033344	879
FBgn0030352	1005
FBgn0034096	579
FBgn0053509	1170
FBgn0037110	465
FBgn0033753	1662
FBgn0038952	2235
FBgn0265598	1217.5
FBgn0024236	2121
FBgn0014031	1185
FBgn0053483	615
FBgn0041710	1290
FBgn0028690	1509
FBgn0033798	372
FBgn0038686	1668
FBgn0266599	1956
FBgn0030504	4155
FBgn0026592	753
FBgn0028480	1290
FBgn0052214	351
FBgn0054057	1068
FBgn0031501	417
FBgn0026878	477
FBgn0010415	1162.91
FBgn0086912	1620
FBgn0050093	285
FBgn0001139	2158.51
FBgn0001281	423
FBgn0038290	1302
FBgn0030940	5688
FBgn0250814	1323
FBgn0035158	1500
FBgn0030905	444
FBgn0030797	645.788
FBgn0022359	1083
FBgn0264848	537
FBgn0035528	459
FBgn0030443	1518
FBgn0034294	1458
FBgn0052302	942
FBgn0000473	1521
FBgn0002354	333
FBgn0046685	2376
FBgn0030421	1032
FBgn0264491	1200.19
FBgn0037601	1509
FBgn0069242	651
FBgn0033374	1104
FBgn0083985	918
FBgn0032268	558
FBgn0032763	1542
FBgn0001223	525
FBgn0037910	618
FBgn0030390	960
FBgn0085391	1530
FBgn0039767	1461
FBgn0259922	402
FBgn0264699	3081
FBgn0015778	2073
FBgn0053241	519
FBgn0034783	1458
FBgn0034459	2604
FBgn0035750	660
FBgn0031004	1443
FBgn0038511	2262
FBgn0031681	1893
FBgn0000318	381
FBgn0266977	288
FBgn0033788	339
FBgn0037037	3177
FBgn0015268	1113
FBgn0053178	500.362
FBgn0086605	1020
FBgn0032863	2037
FBgn0051201	2694
FBgn0025525	3202.29
FBgn0031132	1224
FBgn0050156	1077
FBgn0028331	1878
FBgn0037827	882
FBgn0263656	441
FBgn0039914	2106
FBgn0020381	1375.88
FBgn0063485	1928.19
FBgn0039093	2058
FBgn0036377	2130
FBgn0037548	1611
FBgn0036290	951.907
FBgn0027590	672
FBgn0036984	2010
FBgn0035865	1038
FBgn0037873	516
FBgn0037880	1314
FBgn0286931	270
FBgn0033453	1032
FBgn0085193	321
FBgn0037171	471
FBgn0011230	15969
FBgn0030293	2831.62
FBgn0033702	1179
FBgn0002838	555
FBgn0263247	123
FBgn0032815	2438.23
FBgn0052512	1298.24
FBgn0085295	267
FBgn0260026	852
FBgn0043533	378
FBgn0028688	1170
FBgn0003900	1473
FBgn0261933	375
FBgn0265317	210
FBgn0030158	489
FBgn0050044	1611
FBgn0040251	1560
FBgn0030884	3003
FBgn0026570	1008
FBgn0243486	2226
FBgn0033363	1170
FBgn0032517	5721
FBgn0025625	4197
FBgn0039169	2958
FBgn0052726	183
FBgn0037376	1218
FBgn0035010	2151
FBgn0030555	2010
FBgn0030889	3445.5
FBgn0032322	689.838
FBgn0037163	1005
FBgn0030321	2706
FBgn0024804	1218.1
FBgn0039705	1808.4
FBgn0085205	252
FBgn0011291	591
FBgn0028707	1038
FBgn0053796	540
FBgn0041232	1116
FBgn0035907	765
FBgn0013305	965.557
FBgn0040877	204
FBgn0038277	691.723
FBgn0037131	825
FBgn0033226	1324.88
FBgn0011722	6567
FBgn0038886	1581
FBgn0266845	81
FBgn0034181	1678.05
FBgn0037206	1290
FBgn0085432	2244.01
FBgn0040097	672
FBgn0031835	2820.15
FBgn0045842	1734.2
FBgn0004581	3633
FBgn0040297	3702.78
FBgn0033454	2364
FBgn0032859	906
FBgn0035782	459
FBgn0036563	1020
FBgn0265138	1152
FBgn0033603	1839
FBgn0037615	450
FBgn0003944	1116.29
FBgn0038127	729
FBgn0039491	2655
FBgn0030812	2574.62
FBgn0037879	789
FBgn0028530	1233
FBgn0259951	366
FBgn0025726	8612.02
FBgn0284221	3282
FBgn0025702	2877.13
FBgn0030156	1068
FBgn0021856	840
FBgn0261635	240
FBgn0031459	453
FBgn0030010	1331.9
FBgn0035445	1539
FBgn0259111	3268.01
FBgn0035144	1329
FBgn0041582	2394
FBgn0032032	768
FBgn0028708	729
FBgn0039235	721.5
FBgn0040651	192
FBgn0035944	660.674
FBgn0085201	189
FBgn0032779	1791
FBgn0038071	1839
FBgn0034842	948
FBgn0014859	2934.6
FBgn0039315	1269
FBgn0037413	607.5
FBgn0030679	576
FBgn0042131	1158
FBgn0031941	324
FBgn0050479	324
FBgn0052432	3924
FBgn0267163	366
FBgn0035718	1251
FBgn0016976	2553
FBgn0260959	2806.27
FBgn0037980	1380
FBgn0036211	946.926
FBgn0010355	6249.49
FBgn0002736	444
FBgn0031638	1470
FBgn0266410	599.96
FBgn0029911	912
FBgn0039558	837
FBgn0004360	1059
FBgn0034788	792
FBgn0027066	876.187
FBgn0033095	2685
FBgn0037614	411
FBgn0025583	138
FBgn0010611	1398
FBgn0284253	3549
FBgn0043825	1374
FBgn0067628	1029
FBgn0034474	397.505
FBgn0031128	909
FBgn0038837	2562
FBgn0032467	3654
FBgn0085425	2308.84
FBgn0035141	531
FBgn0001090	1329
FBgn0051803	846
FBgn0041243	1350
FBgn0029928	1296
FBgn0085307	276
FBgn0086906	30469.3
FBgn0036986	1356
FBgn0035593	1116
FBgn0039554	2142
FBgn0020278	3257.47
FBgn0030326	345
FBgn0050355	561
FBgn0029860	450
FBgn0011273	447
FBgn0020641	327
FBgn0050005	687
FBgn0034856	1239
FBgn0027580	3575.47
FBgn0063496	669
FBgn0085480	501
FBgn0243512	1395.58
FBgn0262719	7572
FBgn0030350	333
FBgn0035064	1395
FBgn0030177	1419
FBgn0039043	1086
FBgn0054025	978
FBgn0029676	1134
FBgn0022786	3144
FBgn0259481	1433.52
FBgn0037521	1539.96
FBgn0032189	594
FBgn0028945	765
FBgn0004055	1467
FBgn0039305	393
FBgn0030300	1926
FBgn0030063	714
FBgn0039481	708
FBgn0028968	2688.14
FBgn0034308	1830
FBgn0031534	1377
FBgn0005694	1365
FBgn0033202	1263
FBgn0259965	246
FBgn0053801	771
FBgn0052643	306
FBgn0033458	1464
FBgn0031512	369
FBgn0031031	1053
FBgn0015553	2199
FBgn0035954	1275
FBgn0036544	2556.23
FBgn0031881	900
FBgn0263979	1292.82
FBgn0038731	1641
FBgn0038976	507
FBgn0030774	750
FBgn0017482	1395
FBgn0267650	258
FBgn0036024	795
FBgn0028886	1909.47
FBgn0085356	663
FBgn0050035	1825.71
FBgn0027793	783
FBgn0028504	2085
FBgn0038619	639.4
FBgn0003510	1593
FBgn0286977	855
FBgn0031604	1659
FBgn0266124	246
FBgn0004577	2073
FBgn0011224	1875
FBgn0262098	195
FBgn0031816	1302
FBgn0031021	552
FBgn0028374	576
FBgn0050462	1371
FBgn0034664	696
FBgn0032693	1479
FBgn0003396	7764
FBgn0029524	366
FBgn0038740	4203.37
FBgn0029828	924
FBgn0036154	1029
FBgn0260397	2672.2
FBgn0033375	1032
FBgn0032477	1230
FBgn0051997	447
FBgn0042696	2296.4
FBgn0034157	1795.5
FBgn0040718	162
FBgn0038642	2850
FBgn0034859	3615
FBgn0034883	800.847
FBgn0263278	1479
FBgn0264478	216
FBgn0034866	1236
FBgn0053002	417
FBgn0001311	4848
FBgn0053512	972
FBgn0032523	600
FBgn0050499	666
FBgn0037773	522
FBgn0039507	2328
FBgn0011674	2580
FBgn0029531	969
FBgn0085431	2049
FBgn0005655	783
FBgn0000547	3999
FBgn0038979	403.5
FBgn0031332	900
FBgn0029949	1125
FBgn0030787	1212
FBgn0036875	1073.75
FBgn0036213	570.249
FBgn0003313	429
FBgn0036330	798
FBgn0015774	2358
FBgn0033875	1320
FBgn0002938	3801.81
FBgn0040726	1104
FBgn0037906	706.491
FBgn0039642	792
FBgn0261649	4342.51
FBgn0023515	3146.91
FBgn0027554	1971
FBgn0032078	1167
FBgn0033826	978
FBgn0085218	369
FBgn0011747	4650
FBgn0040093	987
FBgn0267649	336
FBgn0037630	1818
FBgn0026147	2642.3
FBgn0003557	2850
FBgn0052228	2748
FBgn0032924	1878
FBgn0000559	2535
FBgn0029603	693
FBgn0020880	2091
FBgn0035797	2283
FBgn0050460	3681.6
FBgn0015239	1804.61
FBgn0023180	774
FBgn0034649	1401
FBgn0051713	429
FBgn0002593	339
FBgn0264691	942
FBgn0051005	1311
FBgn0030433	540
FBgn0004227	2113.23
FBgn0039630	951
FBgn0000036	1749
FBgn0033581	1764
FBgn0263113	4011
FBgn0037862	2352
FBgn0034331	465
FBgn0039480	1096.5
FBgn0011282	539.309
FBgn0011766	2418.02
FBgn0034667	1803
FBgn0032515	1365.21
FBgn0260741	1617
FBgn0027588	2775
FBgn0037485	1401
FBgn0261278	1539
FBgn0031168	843
FBgn0262823	267
FBgn0032010	2601.85
FBgn0035150	2988
FBgn0262486	483
FBgn0039413	1005
FBgn0029888	528
FBgn0036111	534
FBgn0051014	1623
FBgn0086372	2116.29
FBgn0032683	7146
FBgn0003943	2292
FBgn0031515	1828.89
FBgn0004913	2962.11
FBgn0014870	2392.94
FBgn0035943	1431
FBgn0037172	438
FBgn0030748	1418.38
FBgn0032487	741
FBgn0052255	1410
FBgn0026702	2574
FBgn0028494	2397
FBgn0005561	2479.33
FBgn0263738	1587.2
FBgn0259728	543
FBgn0267002	5026.32
FBgn0039687	609
FBgn0285951	567
FBgn0034173	1032
FBgn0262984	429
FBgn0085289	537
FBgn0032375	648
FBgn0038697	762
FBgn0029945	1833
FBgn0260995	849
FBgn0259950	240
FBgn0052791	1665
FBgn0030638	1368
FBgn0039265	909
FBgn0033377	1872
FBgn0038568	654
FBgn0030539	561
FBgn0028899	7062
FBgn0036620	780
FBgn0023178	309
FBgn0002735	618
FBgn0035790	1455
FBgn0003559	2203.48
FBgn0015609	9291.13
FBgn0036359	558
FBgn0058470	2826
FBgn0083974	588
FBgn0035858	414
FBgn0029804	1338
FBgn0013733	13811.1
FBgn0085380	681
FBgn0038115	1461
FBgn0031607	1011
FBgn0053985	834
FBgn0283472	1473
FBgn0086916	2148
FBgn0035795	777
FBgn0052857	852
FBgn0261396	1485
FBgn0033540	2385
FBgn0021796	7413.53
FBgn0032280	312
FBgn0039379	1548
FBgn0030060	1278
FBgn0031646	768
FBgn0033703	354
FBgn0035285	513
FBgn0031254	582
FBgn0038842	1236.08
FBgn0004427	423
FBgn0013811	11895
FBgn0025388	3969
FBgn0052382	762
FBgn0264899	300
FBgn0041629	1869
FBgn0039025	1275
FBgn0036624	3354
FBgn0038488	2108.96
FBgn0039280	1104
FBgn0015278	4259.68
FBgn0034478	345
FBgn0030693	834
FBgn0052079	1374
FBgn0032154	1842
FBgn0083949	5070
FBgn0040358	2271
FBgn0033130	690
FBgn0033366	1830
FBgn0033652	2247
FBgn0015381	2076
FBgn0031623	417
FBgn0010395	2400
FBgn0015245	1722
FBgn0036783	555
FBgn0039839	1788
FBgn0038343	327
FBgn0051495	1026
FBgn0263118	1155
FBgn0031514	2225.05
FBgn0030540	1005
FBgn0036417	1065
FBgn0053704	192
FBgn0031597	1857
FBgn0261839	294
FBgn0250831	321
FBgn0032456	4647.05
FBgn0004889	1379.42
FBgn0032110	1329
FBgn0031877	972
FBgn0041210	3695.19
FBgn0002878	4278
FBgn0262531	768
FBgn0034911	3567
FBgn0010762	2751.74
FBgn0259200	1698
FBgn0266758	2550.39
FBgn0015919	2082
FBgn0035813	4083
FBgn0039800	480
FBgn0051913	648
FBgn0038179	636
FBgn0005633	549
FBgn0262855	297
FBgn0025716	1278
FBgn0043457	1068
FBgn0036566	2682
FBgn0033911	1650
FBgn0039482	777
FBgn0052532	2067
FBgn0085308	301.5
FBgn0031732	1429.68
FBgn0010786	1959
FBgn0038931	1335
FBgn0261380	1227
FBgn0031292	5874
FBgn0034351	1341
FBgn0026573	3494.79
FBgn0037995	1191
FBgn0003277	5664
FBgn0264562	6110.23
FBgn0031191	1986.62
FBgn0051679	1014
FBgn0051784	2292
FBgn0013953	1965
FBgn0039848	1083
FBgn0017578	486
FBgn0264712	750
FBgn0039626	1725
FBgn0261625	2033.97
FBgn0037405	2193
FBgn0003486	1632
FBgn0261479	909
FBgn0037197	459
FBgn0035155	669
FBgn0083960	6012
FBgn0039022	2226
FBgn0263022	741
FBgn0039300	255
FBgn0030599	633
FBgn0027872	822
FBgn0002632	213
FBgn0031078	6213.25
FBgn0039958	536.958
FBgn0001206	4242
FBgn0035518	2523
FBgn0034573	1299
FBgn0032798	4086
FBgn0035673	1311
FBgn0027086	3690
FBgn0031441	960
FBgn0040377	750
FBgn0033933	1215
FBgn0031723	966
FBgn0024993	1341
FBgn0028515	1080
FBgn0017551	1236
FBgn0002121	3485.11
FBgn0045495	1323
FBgn0035948	1380
FBgn0029873	966
FBgn0261801	1215
FBgn0037836	8556
FBgn0039462	1218
FBgn0034389	2021.85
FBgn0033891	1002
FBgn0034928	1022.46
FBgn0267975	819.025
FBgn0015000	1159.31
FBgn0087039	942
FBgn0050047	2640
FBgn0026879	195
FBgn0085457	744
FBgn0032724	1758
FBgn0036474	1092
FBgn0265767	1606.44
FBgn0015321	600
FBgn0033792	2094
FBgn0036571	3576
FBgn0031630	978
FBgn0024232	2709.25
FBgn0038365	1149
FBgn0024244	246
FBgn0263603	2623.15
FBgn0032120	4490.64
FBgn0030016	1242
FBgn0039734	2199
FBgn0262141	204
FBgn0036205	2206.87
FBgn0261552	1703.59
FBgn0037975	1029
FBgn0034661	1119
FBgn0085420	1410
FBgn0040941	288
FBgn0025185	1782
FBgn0033421	1119
FBgn0036381	1485
FBgn0037011	783
FBgn0026061	1404
FBgn0267967	1664.87
FBgn0259832	273
FBgn0037760	3549
FBgn0037797	723
FBgn0263025	1197
FBgn0001942	1212
FBgn0033774	1269
FBgn0250821	678
FBgn0261293	615
FBgn0040682	255
FBgn0036131	414
FBgn0038692	1107
FBgn0266417	579
FBgn0034758	390
FBgn0085440	2430
FBgn0262714	3798.98
FBgn0004049	2733.79
FBgn0035647	1552.5
FBgn0261538	138
FBgn0051116	2993.54
FBgn0286784	2426.94
FBgn0263072	7973.27
FBgn0028870	789
FBgn0031086	783
FBgn0037126	573
FBgn0000658	1752
FBgn0050464	1785
FBgn0031265	2103
FBgn0052563	453
FBgn0069354	882
FBgn0027494	492
FBgn0064116	732
FBgn0039817	1566
FBgn0030975	1314
FBgn0020294	3150
FBgn0005619	2544
FBgn0283510	1551.07
FBgn0028980	900
FBgn0034345	636.788
FBgn0035861	1350
FBgn0063649	1812
FBgn0051869	2238.29
FBgn0032247	954
FBgn0037686	507
FBgn0034500	1068
FBgn0003483	4305
FBgn0031663	576
FBgn0085320	186
FBgn0086690	3844.33
FBgn0038755	1389
FBgn0086900	309
FBgn0026252	3150
FBgn0041182	4227.18
FBgn0039261	2102.84
FBgn0031000	927
FBgn0032085	828
FBgn0038057	1569
FBgn0047135	195
FBgn0004401	2075.92
FBgn0264922	273
FBgn0010051	8487
FBgn0001134	2061
FBgn0037064	1791
FBgn0004429	426
FBgn0030492	846
FBgn0035771	2262
FBgn0032910	1200
FBgn0051211	2639.58
FBgn0031854	2979
FBgn0011836	3666
FBgn0262140	165
FBgn0003124	1731
FBgn0037992	875.895
FBgn0004244	1821
FBgn0051481	2341.13
FBgn0051851	615
FBgn0035931	1029
FBgn0026259	3434.8
FBgn0052354	1989
FBgn0039403	687
FBgn0031987	879
FBgn0030318	1254
FBgn0259932	237
FBgn0036053	2656.68
FBgn0015808	1635
FBgn0033316	2034
FBgn0029002	840
FBgn0004110	1251
FBgn0064126	1437
FBgn0030400	1833.09
FBgn0085248	420
FBgn0040232	6462.32
FBgn0260987	2146.97
FBgn0027356	1718.15
FBgn0051860	1708.5
FBgn0030244	738.824
FBgn0034951	1368.04
FBgn0052226	4053
FBgn0038475	2301.02
FBgn0037680	777
FBgn0035772	502.457
FBgn0022153	4309.33
FBgn0263316	3951
FBgn0038870	3060
FBgn0039713	627
FBgn0034897	1494
FBgn0037848	951
FBgn0024996	1059
FBgn0037015	822
FBgn0038139	1800
FBgn0023512	2010
FBgn0259164	1989
FBgn0032824	459
FBgn0050104	1758
FBgn0023143	3445.49
FBgn0021979	1163.8
FBgn0030105	369
FBgn0038266	1467
FBgn0000346	2238
FBgn0030594	1941
FBgn0031762	2759.83
FBgn0033431	1182
FBgn0028327	909
FBgn0033139	636
FBgn0259178	1584.26
FBgn0028577	1914
FBgn0035538	969
FBgn0067622	618
FBgn0032677	1998
FBgn0005777	1563
FBgn0052548	1111.5
FBgn0000246	2235
FBgn0039439	744
FBgn0032042	1329
FBgn0000278	192
FBgn0284227	123
FBgn0086445	1443
FBgn0265512	1380
FBgn0030411	936
FBgn0037897	6732
FBgn0034140	421.599
FBgn0036108	405
FBgn0021795	501
FBgn0033716	750
FBgn0029811	438
FBgn0016650	2496
FBgn0015946	417
FBgn0038617	1464
FBgn0031675	1638.47
FBgn0036868	2310
FBgn0259230	792
FBgn0053252	525
FBgn0004359	1260
FBgn0250845	564
FBgn0261085	2364
FBgn0037339	2123.75
FBgn0032178	1149
FBgn0037637	465
FBgn0263240	1077
FBgn0027111	558
FBgn0011706	198
FBgn0010774	801
FBgn0261710	6930
FBgn0037664	1596
FBgn0036791	1284
FBgn0038196	375
FBgn0039942	373.98
FBgn0267047	279
FBgn0260943	1104.49
FBgn0027544	1095
FBgn0261113	1749.01
FBgn0033793	606
FBgn0037754	702
FBgn0028990	1344
FBgn0266708	1431
FBgn0035941	1248
FBgn0011693	836.776
FBgn0036759	948
FBgn0036324	926.878
FBgn0011604	3084
FBgn0033993	1875
FBgn0037602	276
FBgn0039977	731.942
FBgn0085309	249
FBgn0035856	360
FBgn0039049	1206
FBgn0036188	723
FBgn0032014	981
FBgn0029154	1833
FBgn0029789	2943
FBgn0036873	426
FBgn0031935	1752
FBgn0033789	339
FBgn0029696	459
FBgn0013672	675
FBgn0004647	8112
FBgn0010770	1383
FBgn0033252	2122.49
FBgn0036285	1823.87
FBgn0032069	3024
FBgn0015929	2601
FBgn0027950	968.835
FBgn0031139	1703
FBgn0051730	489
FBgn0266418	3888.71
FBgn0002887	3711
FBgn0266582	798
FBgn0010333	579
FBgn0010591	1638
FBgn0039585	1266
FBgn0033989	1332
FBgn0052626	2241.31
FBgn0085350	423
FBgn0017430	843
FBgn0038149	753
FBgn0053510	1281
FBgn0037728	555
FBgn0286876	333
FBgn0259700	1509.64
FBgn0265629	564
FBgn0053234	1425
FBgn0038445	1488
FBgn0033076	501
FBgn0053978	6702.98
FBgn0036777	1074
FBgn0037086	870
FBgn0034974	2340
FBgn0031649	2541
FBgn0267821	2328
FBgn0040505	5106
FBgn0260750	1227
FBgn0004047	1263
FBgn0032405	957
FBgn0261648	4098
FBgn0037689	2085
FBgn0036410	1947
FBgn0037671	963
FBgn0040372	4914.38
FBgn0038989	1071
FBgn0038420	498
FBgn0052182	1260
FBgn0033699	467.994
FBgn0038550	1146
FBgn0014342	1770
FBgn0036638	636
FBgn0085397	2370
FBgn0051457	1014
FBgn0036325	1620
FBgn0040281	1464.31
FBgn0031194	1956
FBgn0031886	1188
FBgn0034281	594
FBgn0264672	1563
FBgn0026389	1131
FBgn0052846	990
FBgn0025686	1518
FBgn0035736	540
FBgn0039366	900
